Date,Open,High,Low,Close
4-May-2020,12422.44,12422.44,12023.75,12051.46,
5-May-2020,12214.17,12258.89,11922.63,11938.40,
6-May-2020,11983.22,12093.51,11824.29,12023.64,
7-May-2020,12023.87,12049.04,11921.49,11938.42,
8-May-2020,12140.53,12145.98,11975.51,11988.93,
11-May-2020,12123.39,12211.83,11977.18,11997.79,
12-May-2020,11941.49,11990.79,11756.08,11940.15,
13-May-2020,12431.48,12432.27,12120.28,12171.26,
14-May-2020,12026.69,12084.81,11897.09,11926.23,
15-May-2020,11988.79,11988.79,11818.49,11907.64,
18-May-2020,11969.46,11969.46,11483.74,11499.61,
19-May-2020,11644.13,11734.72,11529.81,11557.69,
20-May-2020,11553.88,11807.55,11553.00,11784.13,
21-May-2020,11825.84,11931.94,11784.23,11843.93,
22-May-2020,11817.60,11905.14,11689.31,11763.18,
26-May-2020,11835.86,11901.30,11735.06,11777.99,
27-May-2020,11840.57,12071.21,11732.88,12055.24,
28-May-2020,12130.31,12290.20,12078.73,12271.50,
29-May-2020,12229.42,12431.12,12167.00,12414.85,
1-June-2020,12587.98,12835.24,12578.88,12726.27,
2-June-2020,12801.55,12927.39,12745.92,12913.91,
3-June-2020,13053.70,13160.87,12983.76,13016.47,
4-June-2020,13024.96,13115.42,12885.95,12994.86,
5-June-2020,13087.06,13197.70,13023.03,13168.97,
8-June-2020,13368.42,13394.46,13155.90,13208.57,
9-June-2020,13282.54,13365.70,13034.62,13071.46,
10-June-2020,13105.20,13190.56,13053.15,13161.34,
11-June-2020,13167.75,13177.99,12892.11,12910.01,
12-June-2020,12524.47,13026.52,12493.50,13002.13,
15-June-2020,12994.77,12999.09,12740.43,12828.38,
16-June-2020,13037.08,13098.52,12714.92,12927.07,
17-June-2020,12877.87,13044.01,12845.67,12916.41,
18-June-2020,12884.11,13158.38,12883.73,13139.68,
19-June-2020,13197.24,13356.85,13139.22,13330.72,
22-June-2020,13408.60,13540.56,13398.71,13457.04,
23-June-2020,13507.65,13681.47,13460.14,13668.20,
24-June-2020,13765.92,13790.81,13440.45,13469.62,
25-June-2020,13356.23,13544.01,13338.33,13479.59,
26-June-2020,13590.19,13632.81,13509.11,13577.10,
29-June-2020,13506.58,13517.90,13371.82,13466.13,
30-June-2020,13543.92,13577.48,13403.01,13438.14,
1-July-2020,13472.23,13588.80,13431.20,13569.42,
2-July-2020,13636.17,13765.06,13633.64,13721.36,
3-July-2020,13791.90,13822.78,13742.93,13798.56,
6-July-2020,13894.83,14011.68,13882.29,13967.84,
7-July-2020,14027.34,14041.76,13886.95,14023.84,
8-July-2020,14060.56,14094.33,13884.44,13916.81,
9-July-2020,13972.13,14049.70,13957.80,14027.41,
10-July-2020,13978.48,14048.65,13902.28,13968.64,
13-July-2020,14068.95,14107.80,13943.99,14002.65,
14-July-2020,13961.48,13961.48,13723.26,13780.46,
15-July-2020,13879.79,14027.45,13734.33,13780.21,
16-July-2020,13884.69,13918.98,13724.65,13905.49,
17-July-2020,13941.18,14142.80,13931.50,14114.28,
20-July-2020,14232.60,14271.26,14182.12,14255.13,
21-July-2020,14389.24,14422.84,14360.52,14392.44,
22-July-2020,14468.82,14475.41,14264.09,14357.18,
23-July-2020,14352.10,14483.15,14332.13,14460.66,
24-July-2020,14403.53,14449.60,14298.46,14415.85,
27-July-2020,14462.93,14462.93,14273.96,14320.59,
28-July-2020,14365.97,14523.76,14358.85,14507.46,
29-July-2020,14507.30,14571.36,14376.96,14437.31,
30-July-2020,14493.65,14548.71,14313.01,14337.81,
31-July-2020,14378.15,14411.50,14283.37,14346.18,
3-August-2020,14353.01,14353.19,14174.24,14182.52,
4-August-2020,14249.08,14428.45,14214.02,14412.79,
5-August-2020,14489.84,14573.54,14392.05,14435.26,
6-August-2020,14526.20,14616.56,14478.06,14563.83,
7-August-2020,14565.39,14628.40,14519.35,14608.94,
10-August-2020,14685.31,14780.37,14674.35,14717.74,
11-August-2020,14792.89,14843.03,14745.83,14757.56,
12-August-2020,14740.59,14761.63,14658.05,14746.40,
13-August-2020,14796.02,14831.81,14739.62,14783.16,
14-August-2020,14834.35,14873.70,14545.95,14634.87,
17-August-2020,14711.92,14739.92,14589.05,14721.97,
18-August-2020,14748.59,14913.82,14741.59,14898.98,
19-August-2020,14976.42,15007.22,14934.56,14952.69,
20-August-2020,14857.62,14926.90,14815.56,14878.77,
21-August-2020,14978.25,15031.62,14954.66,14965.72,
24-August-2020,15033.38,15120.04,15027.83,15081.94,
25-August-2020,15154.46,15173.19,15038.93,15103.03,
26-August-2020,15148.79,15202.66,15098.72,15191.47,
27-August-2020,15268.55,15284.51,15198.95,15217.07,
28-August-2020,15276.42,15369.01,15273.00,15309.58,
31-August-2020,15441.97,15480.45,14815.50,14890.06,
1-September-2020,14923.23,15059.11,14864.92,15006.09,
2-September-2020,15022.27,15145.09,14980.55,15122.35,
3-September-2020,15161.33,15193.76,15122.16,15145.30,
4-September-2020,14878.08,15053.88,14861.05,14897.10,
7-September-2020,14893.22,14962.58,14784.75,14899.35,
8-September-2020,14933.15,14991.91,14785.70,14820.99,
9-September-2020,14697.13,14785.83,14626.38,14764.14,
10-September-2020,14877.20,14984.50,14849.94,14973.23,
11-September-2020,14989.04,15035.40,14950.70,15012.16,
14-September-2020,15107.37,15220.94,15017.42,15088.37,
15-September-2020,15151.93,15232.98,15126.25,15217.34,
16-September-2020,15267.77,15324.79,15225.47,15313.21,
17-September-2020,15261.94,15302.20,15193.01,15211.61,
18-September-2020,15294.69,15305.79,15140.61,15202.64,
21-September-2020,15207.80,15235.38,14766.17,14804.20,
22-September-2020,14836.75,14841.83,14495.34,14652.22,
23-September-2020,14787.21,14797.61,14479.04,14617.61,
24-September-2020,14458.38,14465.21,14200.86,14221.19,
25-September-2020,14364.47,14582.38,14290.00,14557.67,
28-September-2020,14697.29,14849.92,14648.77,14834.26,
29-September-2020,14920.53,14947.40,14767.54,14819.57,
30-September-2020,14857.22,14904.76,14776.42,14851.00,
1-October-2020,14972.47,15056.91,14972.47,15038.24,
5-October-2020,15134.43,15202.22,15063.59,15126.05,
6-October-2020,15244.83,15308.17,15204.48,15295.38,
7-October-2020,15319.30,15374.64,15252.83,15343.36,
8-October-2020,15449.88,15510.01,15378.72,15435.38,
9-October-2020,15460.81,15533.79,15402.18,15498.18,
12-October-2020,15564.00,15606.91,15408.76,15480.50,
13-October-2020,15486.92,15545.71,15435.07,15468.47,
14-October-2020,15466.71,15536.46,15342.96,15508.65,
15-October-2020,15582.07,15582.07,15147.06,15167.70,
16-October-2020,15235.04,15305.35,15153.52,15288.93,
19-October-2020,15397.56,15433.79,15355.71,15424.93,
20-October-2020,15418.59,15504.53,15381.29,15463.33,
21-October-2020,15543.36,15602.91,15308.21,15499.84,
22-October-2020,15455.29,15512.31,15390.83,15487.76,
23-October-2020,15551.81,15581.52,15518.26,15539.30,
26-October-2020,15549.66,15564.10,15270.63,15330.08,
27-October-2020,15346.02,15492.62,15261.34,15484.29,
28-October-2020,15526.71,15534.47,15250.72,15291.29,
29-October-2020,15153.91,15304.14,15137.93,15235.82,
30-October-2020,15263.18,15344.84,15089.86,15215.01,
2-November-2020,15303.99,15304.01,15125.40,15236.96,
3-November-2020,15317.06,15426.43,15313.51,15394.89,
4-November-2020,15380.98,15528.52,15333.44,15508.25,
5-November-2020,15656.11,15783.22,15649.42,15776.32,
6-November-2020,15813.39,15944.94,15801.32,15927.38,
9-November-2020,16065.30,16167.23,16037.51,16154.87,
10-November-2020,16274.00,16314.49,16163.40,16302.05,
11-November-2020,16362.79,16471.34,16245.01,16440.11,
12-November-2020,16364.24,16459.18,16345.53,16419.38,
13-November-2020,16398.43,16499.60,16341.53,16490.33,
14-November-2020,16627.91,16635.71,16539.57,16575.09,
17-November-2020,16706.33,16724.30,16604.83,16702.68,
18-November-2020,16715.20,16815.65,16652.81,16804.39,
19-November-2020,16726.00,16873.97,16591.50,16623.99,
20-November-2020,16676.45,16787.07,16589.42,16750.03,
23-November-2020,16851.00,16911.27,16765.17,16871.37,
24-November-2020,16970.97,17048.47,16948.43,17026.40,
25-November-2020,17110.22,17134.36,16751.36,16776.91,
26-November-2020,16824.91,16972.89,16712.67,16941.87,
27-November-2020,16980.63,17059.12,16932.09,16995.01,
1-December-2020,17120.54,17212.61,17028.60,17188.31,
2-December-2020,17229.68,17243.56,17072.24,17232.67,
3-December-2020,17336.18,17348.73,17260.84,17294.93,
4-December-2020,17332.05,17449.29,17289.56,17432.23,
7-December-2020,17460.90,17592.70,17441.14,17581.28,
8-December-2020,17650.05,17684.22,17481.12,17609.75,
9-December-2020,17707.70,17782.99,17692.62,17748.98,
10-December-2020,17717.80,17717.80,17557.96,17685.29,
11-December-2020,17734.79,17814.15,17592.28,17733.83,
14-December-2020,17806.19,17846.78,17718.76,17804.39,
15-December-2020,17825.80,17835.97,17670.85,17818.64,
16-December-2020,17927.74,17983.14,17889.15,17971.76,
17-December-2020,18014.98,18075.83,17975.32,18008.78,
18-December-2020,18059.98,18059.98,17882.44,18027.23,
21-December-2020,18008.59,18042.22,17121.70,17396.69,
22-December-2020,17340.67,17617.25,17128.73,17588.57,
23-December-2020,17629.43,17849.46,17565.87,17829.79,
24-December-2020,17947.39,18020.11,17869.59,17992.01,
28-December-2020,18079.15,18178.52,18078.43,18164.87,
29-December-2020,18232.98,18282.66,18119.97,18218.91,
30-December-2020,18284.54,18298.82,18135.23,18284.31,
31-December-2020,18296.07,18343.95,18248.83,18300.10,
1-January-2021,18321.93,18418.84,18319.03,18389.08,
4-January-2021,18493.86,18597.51,18342.83,18582.91,
5-January-2021,18514.19,18719.64,18458.27,18701.75,
6-January-2021,18771.66,18783.73,18505.12,18658.66,
7-January-2021,18797.26,18811.59,18686.46,18707.68,
8-January-2021,18847.95,18973.18,18827.63,18953.86,
11-January-2021,19118.48,19119.96,18946.88,19081.06,
12-January-2021,19080.27,19204.73,19024.70,19169.98,
13-January-2021,19272.05,19291.80,18959.53,19143.46,
14-January-2021,19147.95,19204.54,19041.75,19185.93,
15-January-2021,19220.80,19237.91,18866.34,18968.73,
18-January-2021,18984.69,18993.74,18654.59,18713.54,
19-January-2021,18833.38,19064.64,18827.52,19049.36,
20-January-2021,19104.80,19226.30,19059.02,19202.91,
21-January-2021,19325.93,19345.29,19016.33,19101.73,
22-January-2021,19117.29,19163.85,18827.04,18846.30,
25-January-2021,19014.43,19021.50,18632.62,18667.99,
27-January-2021,18691.69,18692.16,18304.67,18358.67,
28-January-2021,18154.78,18296.70,18082.24,18200.73,
29-January-2021,18396.46,18399.39,17927.75,17975.30,
1-February-2021,18099.07,18773.18,17977.70,18723.00,
2-February-2021,18939.66,19245.90,18939.24,19166.67,
3-February-2021,19319.56,19459.17,19094.77,19365.20,
4-February-2021,19384.46,19557.45,19314.67,19538.26,
5-February-2021,19689.05,19696.91,19474.15,19522.69,
8-February-2021,19676.09,19822.57,19676.09,19783.93,
9-February-2021,19849.15,19942.81,19707.25,19764.79,
10-February-2021,19801.66,19852.47,19628.83,19800.49,
11-February-2021,19773.89,19906.12,19755.34,19895.04,
12-February-2021,19942.23,19984.80,19784.60,19888.33,
15-February-2021,20022.31,20112.16,20008.40,20085.14,
16-February-2021,20183.96,20230.60,20004.66,20107.64,
17-February-2021,20092.65,20145.48,19976.26,20032.96,
18-February-2021,20126.09,20128.22,19937.87,19985.41,
19-February-2021,19972.75,20024.22,19655.21,19777.47,
22-February-2021,19801.21,19834.38,19364.52,19418.89,
23-February-2021,19520.33,19652.11,19388.70,19504.84,
24-February-2021,19563.80,19836.70,19474.02,19812.74,
25-February-2021,19968.87,20064.07,19936.50,19990.65,
26-February-2021,19713.43,19801.10,19292.49,19371.25,
1-March-2021,19606.43,19713.26,19521.15,19673.20,
2-March-2021,19829.60,19959.83,19704.10,19914.13,
3-March-2021,20071.60,20329.49,20053.21,20305.80,
4-March-2021,20098.95,20313.63,20027.06,20184.77,
5-March-2021,20092.52,20196.36,19851.95,19949.68,
8-March-2021,20074.79,20182.73,19952.04,19988.21,
9-March-2021,20099.31,20177.49,19883.09,20078.87,
10-March-2021,20223.33,20244.23,20099.82,20201.09,
12-March-2021,20342.41,20390.36,19951.11,20046.75,
15-March-2021,20074.83,20090.96,19684.10,19915.33,
16-March-2021,19996.52,20058.83,19884.33,19921.40,
17-March-2021,19944.61,19967.16,19588.07,19616.07,
18-March-2021,19756.40,19820.04,19268.12,19383.55,
19-March-2021,19251.63,19651.84,19026.48,19612.30,
22-March-2021,19627.76,19677.31,19484.15,19647.19,
23-March-2021,19708.96,19838.31,19648.70,19769.05,
24-March-2021,19693.91,19725.40,19401.03,19423.20,
25-March-2021,19442.86,19454.18,19009.22,19101.08,
26-March-2021,19287.64,19410.33,19223.30,19344.99,
30-March-2021,19475.35,19738.36,19475.35,19720.55,
31-March-2021,19713.14,19713.44,19579.89,19601.95,
1-April-2021,19745.54,19883.60,19639.08,19866.86,
5-April-2021,19868.97,19870.26,19345.79,19580.09,
6-April-2021,19680.05,19773.37,19514.37,19672.73,
7-April-2021,19716.61,19917.32,19665.03,19868.99,
8-April-2021,19966.26,20096.33,19902.83,19965.56,
9-April-2021,19986.10,20046.85,19886.20,19944.06,
12-April-2021,19668.59,19671.39,19070.65,19139.91,
13-April-2021,19178.88,19424.50,19119.52,19402.96,
15-April-2021,19375.09,19508.14,19193.72,19483.68,
16-April-2021,19546.37,19675.08,19478.47,19580.05,
19-April-2021,19212.24,19253.80,18982.96,19225.72,
20-April-2021,19424.04,19476.90,19073.91,19189.47,
22-April-2021,19109.86,19336.35,19026.92,19311.54,
23-April-2021,19266.00,19419.01,19174.05,19270.89,
26-April-2021,19393.18,19520.11,19393.00,19447.06,
27-April-2021,19493.18,19697.55,19482.46,19678.42,
28-April-2021,19757.94,19948.61,19757.71,19921.25,
29-April-2021,20059.76,20150.78,19854.48,19948.58,
30-April-2021,19829.82,19941.80,19655.40,19689.52,
3-May-2021,19551.30,19774.39,19444.49,19735.16,
4-May-2021,19830.76,19880.72,19543.88,19586.39,
5-May-2021,19723.93,19787.60,19618.29,19765.24,
6-May-2021,19866.36,19922.77,19758.27,19903.85,
7-May-2021,20006.58,20057.34,19944.66,20000.41,
10-May-2021,20126.17,20198.65,20102.20,20173.76,
11-May-2021,20022.20,20183.78,19971.99,20132.55,
12-May-2021,20170.61,20170.61,19902.47,19967.98,
14-May-2021,20073.75,20073.75,19759.99,19862.23,
17-May-2021,19975.63,20197.37,19923.59,20180.71,
18-May-2021,20349.62,20472.90,20349.59,20446.42,
19-May-2021,20438.45,20514.63,20372.73,20398.94,
20-May-2021,20442.70,20471.58,20255.36,20283.79,
21-May-2021,20407.47,20582.45,20391.19,20567.93,
24-May-2021,20656.49,20699.86,20557.78,20637.80,
25-May-2021,20766.55,20775.27,20586.87,20641.49,
26-May-2021,20734.35,20771.19,20630.59,20736.34,
27-May-2021,20803.25,20843.03,20714.18,20804.56,
28-May-2021,20917.94,20953.03,20853.88,20879.07,
31-May-2021,20928.21,21082.40,20824.73,21055.18,
1-June-2021,21126.30,21160.07,20958.70,21032.85,
2-June-2021,21006.80,21160.67,20980.94,21136.62,
3-June-2021,21252.62,21319.87,21228.55,21304.16,
4-June-2021,21367.99,21388.26,21259.12,21326.08,
7-June-2021,21412.57,21491.54,21367.01,21460.62,
8-June-2021,21522.14,21523.41,21368.83,21492.23,
9-June-2021,21561.81,21608.13,21232.50,21333.13,
10-June-2021,21425.03,21539.45,21393.72,21526.73,
11-June-2021,21621.19,21656.44,21525.64,21602.40,
14-June-2021,21585.05,21605.38,21249.77,21588.48,
15-June-2021,21664.12,21715.10,21644.53,21672.65,
16-June-2021,21679.28,21691.89,21486.60,21518.31,
17-June-2021,21364.90,21533.78,21296.17,21381.27,
18-June-2021,21449.68,21459.24,20951.07,21319.12,
21-June-2021,21116.99,21446.43,21055.88,21429.77,
22-June-2021,21569.88,21643.63,21465.69,21489.90,
23-June-2021,21624.49,21624.61,21364.53,21380.87,
24-June-2021,21454.23,21480.03,21399.60,21449.67,
25-June-2021,21521.07,21581.04,21457.50,21564.16,
28-June-2021,21652.83,21652.83,21531.33,21556.58,
29-June-2021,21585.89,21612.07,21443.42,21473.11,
30-June-2021,21531.96,21589.66,21449.91,21463.09,
1-July-2021,21527.51,21527.64,21413.21,21430.82,
2-July-2021,21489.76,21509.47,21404.04,21495.20,
5-July-2021,21589.04,21652.88,21560.65,21641.15,
6-July-2021,21653.48,21759.43,21596.90,21618.68,
7-July-2021,21639.64,21728.37,21566.88,21704.49,
8-July-2021,21720.19,21749.16,21474.95,21541.31,
9-July-2021,21533.84,21564.80,21444.44,21538.62,
12-July-2021,21651.82,21683.47,21513.87,21572.80,
13-July-2021,21692.72,21705.41,21621.94,21696.33,
14-July-2021,21727.78,21771.77,21661.31,21743.40,
15-July-2021,21784.81,21861.78,21776.12,21831.94,
16-July-2021,21882.76,21895.01,21812.18,21864.48,
19-July-2021,21699.29,21787.49,21596.52,21668.22,
20-July-2021,21631.06,21659.62,21380.36,21472.53,
22-July-2021,21609.78,21767.79,21604.55,21753.51,
23-July-2021,21832.20,21848.78,21695.34,21784.21,
26-July-2021,21810.09,21859.06,21727.54,21766.29,
27-July-2021,21838.18,21867.79,21596.82,21662.07,
28-July-2021,21721.72,21721.72,21346.66,21614.98,
29-July-2021,21713.84,21761.72,21666.25,21722.99,
30-July-2021,21779.07,21873.08,21708.84,21753.68,
2-August-2021,21892.04,21951.09,21867.58,21939.19,
3-August-2021,22020.13,22207.91,21997.82,22191.37,
4-August-2021,22289.91,22365.68,22204.12,22243.13,
5-August-2021,22320.76,22320.76,22122.46,22263.77,
6-August-2021,22292.41,22341.14,22206.23,22224.36,
9-August-2021,22280.65,22301.61,22082.55,22185.86,
10-August-2021,22230.85,22282.48,21987.29,22116.13,
11-August-2021,22163.42,22193.51,21844.65,22092.90,
12-August-2021,22145.79,22255.04,22111.40,22248.44,
13-August-2021,22295.07,22417.76,22283.27,22392.46,
16-August-2021,22421.84,22434.76,22322.78,22405.76,
17-August-2021,22413.31,22492.28,22311.30,22473.72,
18-August-2021,22569.06,22588.94,22407.36,22439.15,
20-August-2021,22272.85,22364.60,22146.57,22193.77,
23-August-2021,22343.00,22386.41,22038.53,22176.37,
24-August-2021,22236.38,22407.43,22201.75,22392.14,
25-August-2021,22467.07,22523.08,22405.53,22440.46,
26-August-2021,22486.78,22523.74,22410.09,22457.68,
27-August-2021,22473.23,22613.30,22394.27,22594.76,
30-August-2021,22693.17,22941.62,22685.59,22921.45,
31-August-2021,22978.97,23198.73,22913.46,23174.23,
1-September-2021,23269.05,23314.28,23133.26,23167.46,
2-September-2021,23212.68,23389.79,23166.29,23378.19,
3-September-2021,23448.29,23513.10,23373.75,23494.55,
6-September-2021,23615.15,23631.94,23538.56,23566.75,
7-September-2021,23629.84,23639.99,23423.44,23530.80,
8-September-2021,23565.60,23594.09,23421.88,23555.90,
9-September-2021,23537.55,23615.67,23509.48,23606.90,
13-September-2021,23612.03,23650.59,23500.79,23627.62,
14-September-2021,23747.40,23762.45,23678.79,23711.05,
15-September-2021,23774.10,23913.08,23743.27,23901.29,
16-September-2021,23973.42,24041.02,23883.23,24024.51,
17-September-2021,24129.80,24190.10,23829.51,23902.17,
20-September-2021,23745.66,23932.34,23543.82,23581.89,
21-September-2021,23594.66,23792.08,23438.76,23770.02,
22-September-2021,23845.75,23907.91,23783.59,23846.71,
23-September-2021,24010.66,24206.77,23995.38,24185.34,
24-September-2021,24292.66,24345.46,24115.56,24160.86,
27-September-2021,24254.89,24275.87,24083.32,24162.75,
28-September-2021,24243.45,24244.17,23806.17,24010.47,
29-September-2021,23879.22,24084.23,23832.73,23997.88,
30-September-2021,24069.73,24077.46,23900.74,23937.54,
1-October-2021,23872.06,23904.20,23746.52,23873.27,
4-October-2021,24016.36,24162.52,23972.36,24140.88,
5-October-2021,24167.28,24314.27,24099.64,24303.20,
6-October-2021,24404.25,24411.38,24033.71,24073.67,
7-October-2021,24259.61,24390.95,24259.58,24321.31,
8-October-2021,24454.98,24499.08,24363.18,24435.39,
11-October-2021,24504.72,24647.23,24423.42,24534.94,
12-October-2021,24554.44,24638.67,24448.62,24622.92,
13-October-2021,24776.85,24911.52,24728.90,24864.65,
14-October-2021,25037.06,25104.00,24992.20,25082.49,
18-October-2021,25325.04,25366.27,25248.53,25266.77,
19-October-2021,25442.21,25454.92,24998.09,25062.34,
20-October-2021,25088.91,25090.65,24652.37,24765.29,
21-October-2021,24893.86,24911.97,24453.59,24639.03,
22-October-2021,24710.20,24814.23,24385.46,24495.84,
25-October-2021,24682.48,24683.87,24151.71,24394.14,
26-October-2021,24422.27,24703.20,24421.91,24654.92,
27-October-2021,24746.03,24781.52,24574.73,24623.63,
28-October-2021,24610.79,24610.79,24080.73,24157.15,
29-October-2021,24128.05,24274.17,23791.50,23990.09,
1-November-2021,24110.76,24345.65,24027.66,24329.04,
2-November-2021,24434.70,24440.12,24295.28,24347.04,
3-November-2021,24440.53,24478.71,24185.24,24295.57,
4-November-2021,24491.19,24491.19,24428.70,24447.15,
8-November-2021,24567.55,24693.66,24340.89,24671.01,
9-November-2021,24721.14,24766.45,24624.68,24705.58,
10-November-2021,24669.17,24741.42,24578.90,24675.95,
11-November-2021,24665.85,24665.98,24409.95,24504.51,
12-November-2021,24641.36,24792.14,24532.97,24772.08,
15-November-2021,24856.94,24902.17,24732.24,24781.53,
16-November-2021,24825.72,24841.54,24627.94,24673.38,
17-November-2021,24644.32,24733.96,24535.74,24565.69,
18-November-2021,24581.02,24639.40,24228.33,24322.72,
22-November-2021,24365.70,24378.94,23596.46,23804.33,
23-November-2021,23653.55,24056.32,23554.24,24007.68,
24-November-2021,24095.24,24152.63,23831.27,23907.84,
25-November-2021,23940.95,24103.14,23811.46,24072.41,
26-November-2021,23871.36,23871.52,23318.68,23359.67,
29-November-2021,23237.11,23433.99,22881.93,23284.20,
30-November-2021,23294.90,23688.28,23211.43,23276.88,
1-December-2021,23403.35,23544.65,23345.55,23488.72,
2-December-2021,23541.15,23807.14,23503.66,23786.00,
3-December-2021,23830.52,23909.57,23579.48,23595.31,
6-December-2021,23632.45,23633.49,23189.34,23212.63,
7-December-2021,23368.08,23628.36,23317.70,23556.16,
8-December-2021,23753.23,23955.70,23742.66,23934.89,
9-December-2021,24031.03,24043.10,23858.19,24017.43,
10-December-2021,23995.64,24083.12,23930.74,24061.35,
13-December-2021,24204.77,24257.45,23906.13,23918.75,
14-December-2021,23847.59,23920.60,23724.59,23875.89,
15-December-2021,23892.51,23921.87,23706.10,23732.19,
16-December-2021,23901.11,23928.31,23637.29,23712.24,
17-December-2021,23742.29,23749.69,23273.96,23295.52,
20-December-2021,23090.08,23092.73,22428.02,22704.35,
21-December-2021,22881.68,23151.73,22837.93,22955.34,
22-December-2021,23077.66,23263.18,23059.65,23244.27,
23-December-2021,23389.77,23463.84,23356.63,23415.86,
24-December-2021,23518.89,23530.70,23194.59,23285.09,
27-December-2021,23238.45,23414.01,23052.80,23386.67,
28-December-2021,23519.25,23629.09,23511.03,23607.19,
29-December-2021,23626.31,23696.71,23559.70,23598.81,
30-December-2021,23596.96,23654.58,23534.52,23565.31,
31-December-2021,23614.42,23853.12,23609.13,23811.00,
3-January-2022,23866.03,24168.00,23861.64,24140.23,
4-January-2022,24232.12,24339.05,24084.05,24315.79,
5-January-2022,24342.55,24467.61,24239.44,24441.21,
6-January-2022,24275.01,24319.72,24133.14,24281.93,
7-January-2022,24364.62,24485.49,24230.87,24374.89,
10-January-2022,24494.35,24624.62,24461.90,24613.74,
11-January-2022,24611.96,24715.63,24563.66,24674.81,
12-January-2022,24836.70,24907.30,24780.81,24890.26,
13-January-2022,24952.61,24989.27,24831.65,24971.32,
14-January-2022,24917.58,25023.58,24815.72,24984.66,
17-January-2022,25015.95,25091.26,24967.08,25063.83,
18-January-2022,25136.16,25150.53,24698.14,24741.12,
19-January-2022,24752.56,24757.22,24470.96,24577.97,
20-January-2022,24579.01,24600.75,24274.41,24403.07,
21-January-2022,24268.63,24296.33,23944.15,24115.31,
24-January-2022,24111.12,24111.12,23165.23,23373.13,
25-January-2022,23210.73,23600.26,22900.34,23568.15,
27-January-2022,23392.76,23415.27,23023.58,23326.65,
28-January-2022,23520.27,23756.07,23365.04,23393.90,
31-January-2022,23668.13,23796.81,23618.35,23715.29,
1-February-2022,23960.02,24054.75,23600.97,24023.95,
2-February-2022,24185.29,24315.95,24156.62,24297.75,
3-February-2022,24308.45,24309.28,23996.59,24045.74,
4-February-2022,24091.86,24127.56,23906.06,23966.56,
7-February-2022,23975.15,24032.27,23513.21,23630.03,
8-February-2022,23716.20,23760.64,23343.84,23605.06,
9-February-2022,23736.78,23873.73,23720.19,23861.29,
10-February-2022,23978.75,24047.59,23790.84,24009.28,
11-February-2022,23834.07,23834.07,23620.54,23662.95,
14-February-2022,23124.18,23264.68,22844.17,22889.32,
15-February-2022,23001.18,23555.87,22808.47,23531.37,
16-February-2022,23648.94,23738.82,23453.24,23510.59,
17-February-2022,23613.72,23674.18,23406.32,23477.59,
18-February-2022,23346.63,23549.74,23346.51,23386.33,
21-February-2022,23262.54,23417.43,23047.01,23204.19,
22-February-2022,22689.23,23092.45,22675.07,23036.01,
23-February-2022,23163.85,23257.95,23027.54,23064.73,
24-February-2022,22370.88,22541.62,21857.13,21896.83,
25-February-2022,22217.46,22648.88,22217.46,22551.93,
28-February-2022,22376.88,22763.31,22142.64,22741.64,
2-March-2022,22556.67,22672.25,22421.93,22566.75,
3-March-2022,22788.26,22831.80,22404.63,22465.91,
4-March-2022,22320.27,22371.26,21982.37,22087.93,
7-March-2022,21685.08,21685.20,21361.69,21557.46,
8-March-2022,21477.33,21808.30,21339.78,21782.62,
9-March-2022,21965.33,22311.58,21816.53,22222.24,
10-March-2022,22775.90,22775.97,22377.94,22547.08,
11-March-2022,22499.16,22668.25,22412.48,22624.45,
14-March-2022,22657.09,22863.11,22544.63,22839.21,
15-March-2022,22904.61,22937.18,22455.11,22588.07,
16-March-2022,22870.14,23026.17,22835.49,23009.72,
17-March-2022,23287.96,23449.82,23272.49,23394.96,
21-March-2022,23495.93,23509.84,23191.34,23206.20,
22-March-2022,23234.03,23421.99,23036.14,23402.10,
23-March-2022,23509.91,23574.52,23304.88,23351.65,
24-March-2022,23233.13,23435.98,23214.80,23365.23,
25-March-2022,23458.52,23470.70,23200.02,23296.05,
28-March-2022,23347.36,23356.70,23083.97,23338.41,
29-March-2022,23430.73,23497.75,23369.22,23483.28,
30-March-2022,23631.54,23740.18,23582.19,23701.75,
31-March-2022,23757.92,23803.16,23658.63,23695.01,
1-April-2022,23718.54,24040.21,23689.91,24003.84,
4-April-2022,24178.98,24493.50,24177.48,24476.57,
5-April-2022,24585.63,24628.56,24443.83,24490.81,
6-April-2022,24409.13,24485.68,24340.26,24389.26,
7-April-2022,24368.38,24440.94,24160.95,24185.86,
8-April-2022,24301.45,24475.93,24189.53,24412.79,
11-April-2022,24434.77,24482.39,24336.19,24387.62,
12-April-2022,24354.37,24354.37,23999.31,24134.50,
13-April-2022,24275.48,24325.20,24076.14,24092.76,
18-April-2022,23812.15,23826.09,23591.82,23757.85,
19-April-2022,23879.75,23939.44,23272.39,23443.90,
20-April-2022,23574.99,23729.43,23480.99,23644.32,
21-April-2022,23809.81,23987.65,23768.46,23966.48,
22-April-2022,23845.03,23903.98,23687.95,23715.18,
25-April-2022,23525.52,23525.54,23290.78,23370.50,
26-April-2022,23568.14,23755.48,23550.74,23729.00,
27-April-2022,23597.37,23615.59,23388.07,23509.36,
28-April-2022,23707.73,23840.32,23526.25,23759.49,
29-April-2022,23874.59,23914.56,23490.03,23551.65,
2-May-2022,23334.66,23499.01,23287.11,23475.81,
